"","band","sex","age","ch"
"4269",103881418,4,1,"0010000"
"4270",103881419,4,1,"0010000"
"4271",103881420,4,1,"0010000"
"4272",103881421,4,1,"0010000"
"4273",103881422,4,1,"0010000"
"4274",103881423,4,1,"0010000"
"4275",103881424,5,1,"0010000"
"4276",103881425,4,1,"0010010"
"4277",103881426,4,1,"0010000"
"4278",103881427,4,4,"0010000"
"4279",103881428,5,4,"0010000"
"4280",103881429,5,4,"0010000"
"4281",103881430,4,4,"0010000"
"4282",103881431,5,4,"0010000"
"4283",103881432,5,4,"0010000"
"4284",103881433,4,4,"0010000"
"4285",103881434,4,4,"0010000"
"4286",103881435,5,4,"0010010"
"4287",103881436,5,4,"0010000"
"4288",103881437,4,4,"0010000"
"4289",103881438,4,4,"0010000"
"4290",103881439,5,4,"0010000"
"4291",103881440,5,4,"0010000"
"4292",103881441,5,4,"0010000"
"4293",103881442,5,4,"0010000"
"4294",103881443,0,0,"0010000"
"4295",103881444,4,4,"0010000"
"4296",103881445,4,1,"0010000"
"4297",103881446,4,1,"0010000"
"4298",103881447,5,1,"0010000"
"4299",103881448,4,1,"0011000"
"4300",103881449,4,1,"0010000"
"4301",103881450,4,4,"0010000"
"4302",103881451,4,1,"0010000"
"4303",103881452,4,1,"0010000"
"4304",103881453,4,1,"0010000"
"4305",103881454,5,1,"0010000"
"4306",103881455,4,1,"0010000"
"4307",103881456,5,1,"0010000"
"4308",103881457,4,1,"0010000"
"4309",103881458,4,1,"0010100"
"4310",103881459,4,1,"0010000"
"4311",103881460,5,1,"0010000"
"4312",103881461,5,4,"0010000"
"4313",103881462,4,1,"0010000"
"4314",103881463,4,1,"0010000"
"4315",103881464,5,1,"0010010"
"4316",103881465,5,1,"0010000"
"4317",103881466,4,1,"0010000"
"4318",103881467,5,1,"0010000"
"4319",103881468,4,1,"0010000"
"4320",103881469,4,1,"0010000"
"4321",103881470,4,1,"0010000"
"4322",103881471,4,1,"0010000"
"4323",103881472,5,1,"0010000"
"4324",103881473,4,1,"0010000"
"4325",103881474,4,1,"0010000"
"4326",103881475,4,4,"0010000"
"4327",103881476,5,1,"0010000"
"4328",103881477,4,1,"0010000"
"4329",103881478,5,4,"0010000"
"4330",103881479,4,1,"0010000"
"4331",103881480,4,1,"0010000"
"4332",103881481,5,4,"0011000"
"4333",103881482,5,1,"0010000"
"4334",103881483,4,1,"0010000"
"4335",103881484,5,4,"0010000"
"4336",103881485,5,1,"0010000"
"4337",103881486,5,4,"0010000"
"4338",103881487,4,4,"0010000"
"4339",103881488,5,1,"0010000"
"4340",103881489,4,1,"0010000"
"4341",103881490,4,4,"0010001"
"4342",103881491,4,1,"0010000"
"4343",103881492,4,4,"0010000"
"4344",103881493,5,1,"0010000"
"4345",103881494,4,1,"0010000"
"4346",103881495,4,4,"0010000"
"4347",103881496,4,1,"0010000"
"4348",103881497,5,4,"0010000"
"4349",103881498,5,1,"0010000"
"4350",103881499,4,1,"0010010"
"4351",103881500,5,4,"0010000"
"4352",103881501,4,1,"0010000"
"4353",103881502,5,4,"0010000"
"4354",103881503,4,4,"0010000"
"4355",103881504,4,4,"0010000"
"4356",103881505,5,4,"0010000"
"4357",103881506,5,4,"0011000"
"4358",103881507,4,1,"0010000"
"4359",103881508,4,1,"0010000"
"4360",103881509,5,1,"0010000"
"4361",103881510,4,1,"0010000"
"4362",103881511,4,4,"0010000"
"4363",103881512,5,4,"0010000"
"4364",103881513,4,1,"0010000"
"4365",103881514,4,4,"0010000"
"4366",103881515,5,1,"0010000"
"4367",103881516,4,1,"0010000"
"4368",103881517,4,1,"0010000"
"4369",103881518,4,1,"0010000"
"4370",103881519,5,1,"0010000"
"4371",103881520,5,1,"0010000"
"4372",103881521,4,1,"0010000"
"4373",103881522,4,1,"0010000"
"4374",103881523,5,1,"0010000"
"4375",103881524,4,1,"0010000"
"4376",103881525,4,1,"0010000"
"4377",103881526,4,1,"0010000"
"4378",103881527,5,1,"0010000"
"4379",103881528,5,1,"0010000"
"4380",103881529,4,1,"0010000"
"4381",103881530,4,1,"0010000"
"4382",103881531,5,1,"0010000"
"4383",103881532,4,4,"0010000"
"4384",103881533,4,1,"0010000"
"4385",103881534,5,4,"0010000"
"4386",103881535,5,1,"0010000"
"4387",103881536,4,1,"0010000"
"4388",103881537,5,4,"0010000"
"4389",103881538,4,1,"0010000"
"4390",103881539,4,1,"0010000"
"4391",103881540,5,1,"0010000"
"4392",103881541,4,1,"0011000"
"4393",103881542,5,1,"0010000"
"4394",103881543,5,1,"0010000"
"4395",103881544,5,1,"0010010"
"4396",103881545,4,1,"0010001"
"4397",103881546,5,1,"0010000"
"4398",103881547,5,1,"0010000"
"4399",103881548,4,1,"0010000"
"4400",103881549,5,1,"0010000"
"4401",103881550,5,1,"0010000"
"4402",103881551,5,1,"0011000"
"4403",103881552,5,1,"0010000"
"4404",103881553,5,1,"0010000"
"4405",103881554,5,1,"0010000"
"4406",103881555,5,1,"0010000"
"4407",103881556,5,1,"0010000"
"4408",103881557,5,1,"0011000"
"4409",103881558,4,4,"0010000"
"4410",103881559,4,1,"0010000"
"4411",103881560,4,1,"0010000"
"4412",103881561,5,1,"0010000"
"4413",103881562,4,1,"0010000"
"4414",103881563,5,1,"0010000"
"4415",103881564,5,1,"0010000"
"4416",103881565,4,1,"0010000"
"4417",103881566,5,1,"0010000"
"4418",103881567,4,1,"0010000"
"4419",103881568,4,1,"0010000"
"4420",103881569,4,1,"0010000"
"4421",103881570,5,1,"0010000"
"4422",103881571,4,1,"0010000"
"4423",103881572,4,1,"0010000"
"4424",103881573,5,1,"0010000"
"4425",103881574,4,1,"0010000"
"4426",103881575,4,1,"0010000"
"4427",103881576,4,1,"0010000"
"4428",103881577,4,1,"0010000"
"4429",103881578,4,1,"0010000"
"4430",103881579,5,1,"0010000"
"4431",103881580,5,1,"0010000"
"4432",103881581,5,1,"0010000"
"4433",103881582,4,1,"0010000"
"4434",103881583,4,1,"0010000"
"4435",103881584,5,1,"0010000"
"4436",103881585,4,1,"0010000"
"4437",103881586,4,1,"0010000"
"4438",103881587,4,1,"0010100"
"4439",103881588,5,1,"0011000"
"4440",103881589,4,1,"0010100"
"4441",103881590,5,1,"0010000"
"4442",103881591,4,1,"0010000"
"4443",103881592,5,1,"0010000"
"4444",103881593,5,1,"0010000"
"4445",103881594,4,1,"0010000"
"4446",103881595,4,1,"0010000"
"4447",103881596,5,1,"0011000"
"4448",103881597,4,1,"0010000"
"4449",103881598,5,1,"0010000"
"4450",103881599,5,1,"0010000"
"4451",103881600,5,1,"0010000"
"4452",103881601,4,1,"0010000"
"4453",103881602,4,1,"0011000"
"4454",103881603,5,1,"0011000"
"4455",103881604,5,1,"0010000"
"4456",103881605,5,1,"0010000"
"4457",103881606,4,1,"0011000"
"4458",103881607,4,1,"0010000"
"4459",103881608,5,1,"0010100"
"4460",103881609,5,4,"0010000"
"4461",103881610,5,4,"0010000"
"4462",103881611,5,1,"0010000"
"4463",103881612,5,1,"0010000"
"4464",103881613,5,1,"0010000"
"4465",103881614,4,1,"0010000"
"4466",103881615,4,1,"0010000"
"4467",103881616,4,1,"0010100"
"4468",103881617,5,1,"0010000"
"4469",103881618,5,4,"0010000"
"4470",103881619,5,1,"0010100"
"4471",103881620,5,1,"0010000"
"4472",103881621,5,1,"0010000"
"4473",103881622,4,1,"0010000"
"4474",103881623,5,4,"0010000"
"4475",103881624,5,1,"0010000"
"4476",103881625,4,4,"0010000"
"4477",103881626,4,4,"0010000"
"4478",103881627,4,4,"0010000"
"4479",103881628,5,1,"0010000"
"4480",103881629,5,4,"0010000"
"4481",103881630,5,1,"0010000"
"4482",103881631,4,1,"0011000"
"4483",103881632,4,1,"0010000"
"4484",103881633,5,4,"0010000"
"4485",103881634,4,4,"0010000"
"4486",103881635,5,4,"0010000"
"4487",103881636,5,4,"0010000"
"4488",103881637,5,1,"0010000"
"4489",103881638,5,4,"0010000"
"4490",103881639,5,4,"0010000"
"4491",103881640,4,4,"0010000"
"4492",103881641,5,1,"0010000"
"4493",103881642,4,1,"0010100"
"4494",103881643,5,1,"0010100"
"4495",103881644,5,1,"0011000"
"4496",103881645,4,1,"0010000"
"4497",103881646,4,1,"0010000"
"4498",103881647,4,1,"0010000"
"4499",103881648,4,1,"0010000"
"4500",103881649,4,1,"0010000"
"4501",103881650,4,1,"0010000"
"4502",103881651,5,1,"0010000"
"4503",103881652,4,1,"0010000"
"4504",103881653,4,1,"0010000"
"4505",103881654,5,1,"0010000"
"4506",103881655,4,1,"0010000"
"4507",103881656,4,1,"0010100"
"4508",103881657,4,1,"0010000"
"4509",103881658,4,1,"0010000"
"4510",103881659,4,1,"0010000"
"4511",103881660,5,1,"0010100"
"4512",103881661,4,4,"0010000"
"4513",103881662,4,4,"0010000"
"4514",103881663,4,1,"0010000"
"4515",103881664,5,1,"0010000"
"4516",103881665,5,1,"0010000"
"4517",103881666,5,1,"0010000"
"4518",103881667,4,1,"0010000"
"4519",103881668,4,1,"0010000"
"4520",103881669,4,1,"0010000"
"4521",103881670,4,4,"0010000"
"4522",103881671,4,1,"0010000"
"4523",103881672,5,1,"0010000"
"4524",103881673,4,1,"0010000"
"4525",103881674,4,4,"0010000"
"4526",103881675,5,1,"0010000"
"4527",103881676,4,1,"0010000"
"4528",103881677,5,1,"0010000"
"4529",103881678,5,1,"0010000"
"4530",103881679,4,1,"0010100"
"4531",103881680,4,4,"0010000"
"4532",103881681,4,1,"0010000"
"4533",103881682,4,1,"0010000"
"4534",103881683,4,1,"0010000"
"4535",103881684,4,1,"0010000"
"4536",103881685,5,1,"0010000"
"4537",103881686,4,4,"0010000"
"4538",103881687,5,1,"0010000"
"4539",103881688,5,1,"0011000"
"4540",103881689,4,4,"0010000"
"4541",103881690,4,1,"0010000"
"4542",103881691,5,4,"0010000"
"4543",103881692,5,1,"0010000"
"4544",103881693,4,1,"0010000"
"4545",103881694,4,1,"0010000"
"4546",103881695,5,4,"0011000"
"4547",103881696,4,1,"0010000"
"4548",103881697,5,1,"0010000"
"4549",103881698,4,1,"0010000"
"4550",103881699,4,1,"0010000"
"4551",103881700,5,1,"0010000"
"4552",103881701,5,1,"0011000"
"4553",103881702,4,1,"0010000"
"4554",103881703,5,1,"0011000"
"4555",103881704,5,1,"0010000"
"4556",103881705,5,4,"0010000"
"4557",103881706,4,1,"0010000"
"4558",103881707,4,1,"0010000"
"4559",103881708,5,1,"0010000"
"4560",103881709,4,1,"0010000"
"4561",103881710,4,1,"0010000"
"4562",103881711,4,1,"0010000"
"4563",103881712,5,1,"0010000"
"4564",103881713,5,1,"0010000"
"4565",103881714,5,1,"0010010"
"4566",103881715,4,1,"0010000"
"4567",103881716,4,1,"0011000"
"4568",103881717,5,1,"0010000"
"4569",103881718,5,1,"0010000"
"4570",103881719,5,1,"0010000"
"4571",103881720,4,1,"0010000"
"4572",103881721,4,1,"0010000"
"4573",103881722,4,1,"0010000"
"4574",103881723,5,1,"0010000"
"4575",103881724,5,1,"0010000"
"4576",103881725,4,1,"0010000"
"4577",103881726,5,4,"0010000"
"4578",103881727,5,1,"0010000"
"4579",103881728,5,4,"0010000"
"4580",103881729,5,4,"0010001"
"4581",103881730,5,4,"0010000"
"4582",103881731,4,4,"0010000"
"4583",103881732,4,4,"0010000"
"4584",103881733,5,4,"0010000"
"4585",103881734,5,4,"0010000"
"4586",103881735,5,4,"0010000"
"4587",103881736,4,4,"0010000"
"4588",103881737,5,4,"0010000"
"4589",103881738,5,4,"0010000"
"4590",103881739,5,4,"0010000"
"4591",103881740,5,4,"0010000"
"4592",103881741,5,4,"0010000"
"4593",103881742,4,4,"0010000"
"4594",103881743,5,4,"0010000"
"4595",103881744,4,4,"0010000"
"4596",103881745,5,4,"0010000"
"4597",103881746,5,4,"0010000"
"4598",103881747,4,4,"0010000"
"4599",103881748,5,4,"0010000"
"4600",103881749,4,1,"0010000"
"4601",103881750,5,1,"0010000"
"4602",103881751,4,1,"0010000"
"4603",103881752,4,1,"0010000"
"4604",103881753,4,1,"0010000"
"4605",103881754,5,4,"0011000"
"4606",103881755,5,1,"0010000"
"4607",103881756,5,1,"0010000"
"4608",103881757,5,1,"0010000"
"4609",103881758,5,1,"0010000"
"4610",103881759,5,1,"0010000"
"4611",103881760,5,4,"0010000"
"4612",103881761,5,1,"0010000"
"4613",103881762,4,4,"0010000"
"4614",103881763,5,1,"0010000"
"4615",103881764,5,1,"0010000"
"4616",103881765,4,4,"0010000"
"4617",103881766,4,1,"0010000"
"4618",103881767,4,1,"0010000"
"4619",103881768,4,1,"0010000"
"4620",103881769,5,4,"0010000"
"4621",103881770,5,4,"0010000"
"4622",103881771,4,4,"0010000"
"4623",103881772,4,1,"0010000"
"4624",103881773,4,4,"0010000"
"4625",103881774,5,4,"0010000"
"4626",103881775,4,1,"0010000"
"4627",103881776,4,1,"0010000"
"4628",103881777,5,1,"0010000"
"4629",103881778,4,4,"0010000"
"4630",103881779,4,4,"0010000"
"4631",103881780,4,4,"0010000"
"4632",103881781,0,0,"0010000"
"4633",103881782,5,4,"0010000"
"4634",103881783,5,4,"0010000"
"4635",103881784,4,4,"0010000"
"4636",103881785,5,4,"0010000"
"4637",103881786,5,1,"0010000"
"4638",103881787,4,1,"0010000"
"4639",103881788,5,1,"0010000"
"4640",103881789,5,1,"0010000"
"4641",103881790,4,1,"0010000"
"4642",103881791,4,4,"0010000"
"4643",103881792,4,1,"0010000"
"4644",103881793,5,4,"0010000"
"4645",103881794,4,4,"0010000"
"4646",103881795,4,4,"0010000"
"4647",103881796,4,4,"0010000"
"4648",103881797,5,1,"0010000"
"4649",103881798,4,1,"0010000"
"4650",103881799,4,1,"0010000"
"4651",103881800,4,1,"0010000"
"4652",103881801,5,1,"0010000"
"4653",103881802,5,4,"0010000"
"4654",103881803,5,1,"0010000"
"4655",103881804,4,4,"0010000"
"4656",103881805,4,1,"0010000"
"4657",103881806,5,1,"0010000"
"4658",103881807,4,4,"0010000"
"4659",103881808,4,4,"0010000"
"4660",103881809,5,1,"0010000"
"4661",103881810,4,1,"0010000"
"4662",103881811,4,4,"0010000"
"4663",103881812,5,4,"0010000"
"4664",103881813,4,4,"0010000"
"4665",103881814,4,1,"0010000"
"4666",103881815,4,1,"0010000"
"4667",103881816,4,1,"0010000"
"4668",103881817,5,1,"0010000"
"4669",103881818,4,1,"0010000"
"4670",103881819,5,1,"0011000"
"4671",103881820,4,1,"0010000"
"4672",103881821,5,1,"0010000"
"4673",103881822,4,1,"0010000"
"4674",103881823,4,1,"0010000"
"4675",103881824,5,1,"0010000"
"4676",103881825,4,1,"0010000"
"4677",103881826,5,1,"0010000"
"4678",103881827,4,1,"0010000"
"4679",103881828,5,4,"0010000"
"4680",103881829,4,1,"0010000"
"4681",103881830,4,4,"0010000"
"4682",103881831,4,1,"0011000"
"4683",103881832,5,4,"0010000"
"4684",103881833,5,4,"0010000"
"4685",103881834,4,1,"0010000"
"4686",103881835,5,1,"0010000"
"4687",103881836,5,1,"0010000"
"4688",103881837,5,1,"0010000"
"4689",103881838,5,4,"0010000"
"4690",103881839,5,4,"0011000"
"4691",103881840,5,4,"0010000"
"4692",103881841,5,4,"0010000"
"4693",103881842,5,1,"0010000"
"4694",103881843,4,1,"0010000"
"4695",103881844,4,4,"0010000"
"4696",103881845,4,1,"0010000"
"4697",103881846,5,1,"0010000"
"4698",103881847,5,1,"0010000"
"4699",103881848,4,1,"0010000"
"4700",103881849,4,4,"0010000"
"4701",103881850,4,1,"0011000"
"4702",103881851,4,1,"0011000"
"4703",103881852,5,1,"0010000"
"4704",103881853,4,1,"0010000"
"4705",103881854,4,1,"0010000"
"4706",103881855,5,1,"0010000"
"4707",103881856,5,1,"0010000"
"4708",103881857,5,1,"0010001"
"4709",103881858,0,1,"0010000"
"4710",103881859,4,1,"0010000"
"4711",103881860,5,1,"0011000"
"4712",103881861,5,1,"0010000"
"4713",103881862,4,1,"0010000"
"4714",103881863,5,4,"0010010"
"4715",103881864,5,1,"0010000"
"4716",103881865,4,1,"0010010"
"4717",103881866,4,1,"0010000"
"4718",103881867,4,1,"0010000"
"4719",103881868,5,1,"0010000"
"4720",103881869,5,4,"0010100"
"4721",103881870,5,4,"0010000"
"4722",103881871,5,4,"0010000"
"4723",103881872,5,4,"0010010"
"4724",103881873,5,4,"0010000"
"4725",103881874,5,4,"0010000"
"4726",103881875,4,4,"0010000"
"4727",103881876,5,4,"0010100"
"4728",103881877,4,4,"0010000"
"4729",103881878,4,4,"0010000"
"4730",103881879,4,4,"0010010"
"4731",103881880,4,4,"0011000"
"4732",103881881,5,4,"0010100"
"4733",103881882,5,4,"0010000"
"4734",103881883,4,4,"0010000"
"4735",103881884,5,4,"0010000"
"4736",103881885,4,4,"0010000"
"4737",103881886,4,4,"0011000"
"4738",103881887,5,1,"0011000"
"4739",103881888,5,4,"0010100"
"4740",103881889,5,1,"0010000"
"4741",103881890,5,4,"0010000"
"4742",103881891,4,1,"0010000"
"4743",103881892,5,4,"0010000"
"4744",103881893,5,4,"0010000"
"4745",103881894,5,4,"0011000"
"4746",103881895,5,1,"0010000"
"4747",103881896,4,1,"0010000"
"4748",103881897,4,1,"0011000"
"4749",103881898,5,4,"0010000"
"4750",103881899,4,1,"0010000"
"4751",103881900,4,4,"0010000"
"4752",103881901,4,1,"0010000"
"4753",103881902,5,4,"0010000"
"4754",103881903,5,4,"0010000"
"4755",103881904,4,1,"0010000"
"4756",103881905,5,4,"0010000"
"4757",103881906,4,1,"0010000"
"4758",103881907,5,4,"0011000"
"4759",103881908,5,1,"0010000"
"4760",103881909,5,4,"0010000"
"4761",103881910,4,1,"0010001"
"4762",103881911,4,4,"0010100"
"4763",103881912,4,1,"0010000"
"4764",103881913,4,4,"0010000"
"4765",103881914,4,1,"0010000"
"4766",103881915,4,4,"0010000"
"4767",103881916,4,4,"0010000"
"4768",103881917,4,4,"0011000"
"4769",103881918,4,4,"0010001"
"4770",103881919,5,4,"0010000"
"4771",103881920,5,1,"0010000"
"4772",103881921,5,4,"0010000"
"4773",103881922,4,1,"0010001"
"4774",103881923,4,4,"0010000"
"4775",103881924,5,1,"0010000"
"4776",103881925,5,4,"0010000"
"4777",103881926,4,4,"0010100"
"4778",103881927,5,1,"0001010"
"4779",103881928,5,1,"0001000"
"4780",103881929,5,1,"0001000"
"4781",103881930,5,1,"0001000"
"4782",103881931,5,1,"0001000"
"4783",103881932,5,1,"0001000"
"4784",103881933,5,1,"0001000"
"4785",103881934,5,1,"0001000"
"4786",103881935,5,1,"0001000"
"4787",103881936,5,1,"0001000"
"4788",103881937,5,1,"0001000"
"4789",103881938,5,1,"0001000"
"4790",103881939,5,1,"0001000"
"4791",103881940,5,1,"0001000"
"4792",103881941,5,1,"0001000"
"4793",103881942,5,1,"0001000"
"4794",103881943,5,1,"0001010"
"4795",103881944,5,1,"0001000"
"4796",103881945,5,1,"0001000"
"4797",103881946,5,1,"0001000"
"4798",103881947,5,1,"0001000"
"4799",103881948,5,1,"0001000"
"4800",103881949,5,1,"0001000"
"4801",103881950,5,1,"0001000"
"4802",103881951,5,1,"0001000"
"4803",103881952,5,1,"0001000"
"4804",103881953,5,1,"0001000"
"4805",103881954,5,1,"0001000"
"4806",103881955,5,1,"0001000"
"4807",103881956,5,1,"0001000"
"4808",103881957,5,1,"0001000"
"4809",103881958,5,1,"0001000"
"4810",103881959,5,1,"0001000"
"4811",103881960,5,1,"0001000"
"4812",103881961,5,1,"0001000"
"4813",103881962,5,1,"0001000"
"4814",103881963,5,1,"0001000"
"4815",103881964,5,1,"0001000"
"4816",103881965,5,1,"0001000"
"4817",103881966,5,1,"0001000"
"4818",103881967,5,1,"0001000"
"4819",103881968,5,1,"0001000"
"4820",103881969,5,1,"0001000"
"4821",103881970,5,1,"0001000"
"4822",103881971,5,1,"0001000"
"4823",103881972,5,1,"0001000"
"4824",103881973,5,1,"0001000"
"4825",103881974,5,1,"0001000"
"4826",103881975,5,1,"0001000"
"4827",103881976,5,1,"0001000"
"4828",103881977,5,1,"0001000"
"4829",103881978,5,4,"0001000"
"4830",103881979,5,1,"0001000"
"4831",103881980,5,1,"0001000"
"4832",103881981,4,1,"0001000"
"4833",103881982,4,1,"0001000"
"4834",103881983,4,4,"0001000"
"4835",103881984,4,1,"0001000"
"4836",103881985,5,4,"0001000"
"4837",103881986,4,4,"0001000"
"4838",103881987,5,1,"0001000"
"4839",103881988,5,4,"0001000"
"4840",103881989,5,4,"0001000"
"4841",103881990,4,4,"0001000"
"4842",103881991,4,1,"0001000"
"4843",103881992,5,4,"0001000"
"4844",103881993,4,1,"0001000"
"4845",103881994,4,1,"0001000"
"4846",103881995,4,4,"0001000"
"4847",103881996,5,1,"0001000"
"4848",103881997,4,1,"0001000"
"4849",103881998,5,4,"0001000"
"4850",103881999,4,1,"0001010"
"4851",103882000,4,1,"0001010"
"4852",103887001,4,1,"0001000"
"4853",103887002,4,1,"0001000"
"4854",103887003,5,1,"0001000"
"4855",103887004,4,4,"0001000"
"4856",103887005,4,4,"0001000"
"4857",103887006,5,1,"0001000"
"4858",103887007,5,4,"0001000"
"4859",103887008,5,4,"0001000"
"4860",103887009,4,4,"0001100"
"4861",103887010,4,1,"0001000"
"4862",103887011,4,1,"0001000"
"4863",103887012,4,1,"0001000"
"4864",103887013,4,1,"0001000"
"4865",103887014,4,4,"0001000"
"4866",103887015,5,1,"0001000"
"4867",103887016,4,4,"0001000"
"4868",103887017,5,1,"0001100"
"4869",103887018,5,4,"0001000"
"4870",103887019,4,4,"0001000"
"4871",103887020,4,4,"0001000"
"4872",103887021,5,1,"0001000"
"4873",103887022,5,4,"0001000"
"4874",103887023,4,1,"0001000"
"4875",103887024,5,1,"0001000"
"4876",103887025,5,4,"0001000"
"4877",103887026,5,1,"0001000"
"4878",103887027,5,1,"0001000"
"4879",103887028,5,1,"0001000"
"4880",103887029,5,1,"0001000"
"4881",103887030,4,1,"0001000"
"4882",103887031,5,1,"0001000"
"4883",103887032,5,1,"0001000"
"4884",103887033,4,1,"0001000"
"4885",103887034,5,1,"0001000"
"4886",103887035,5,4,"0001000"
"4887",103887036,5,1,"0001000"
"4888",103887037,4,4,"0001000"
"4889",103887038,5,4,"0001000"
"4890",103887039,4,4,"0001100"
"4891",103887040,4,1,"0001100"
"4892",103887041,4,4,"0001100"
"4893",103887042,5,4,"0001100"
"4894",103887043,4,1,"0001000"
"4895",103887044,4,4,"0001000"
"4896",103887045,4,1,"0001000"
"4897",103887046,5,4,"0001000"
"4898",103887047,4,1,"0001000"
"4899",103887048,4,1,"0001000"
"4900",103887049,4,1,"0001000"
"4901",103887050,5,1,"0001000"
"4902",103887051,5,4,"0001000"
"4903",103887052,4,1,"0001000"
"4904",103887053,5,4,"0001000"
"4905",103887054,4,1,"0001000"
"4906",103887055,5,1,"0001000"
"4907",103887056,5,4,"0001000"
"4908",103887057,4,1,"0001000"
"4909",103887058,4,1,"0001010"
"4910",103887059,5,1,"0001001"
"4911",103887060,4,1,"0001000"
"4912",103887061,4,1,"0001000"
"4913",103887062,5,1,"0001000"
"4914",103887063,5,1,"0001000"
"4915",103887064,5,1,"0001000"
"4916",103887065,4,1,"0001000"
"4917",103887066,5,1,"0001000"
"4918",103887067,4,1,"0001000"
"4919",103887068,5,1,"0001000"
"4920",103887069,5,1,"0001000"
"4921",103887070,5,1,"0001000"
"4922",103887071,4,1,"0001000"
"4923",103887072,5,1,"0001000"
"4924",103887073,5,1,"0001000"
"4925",103887074,5,1,"0001000"
"4926",103887075,5,1,"0001000"
"4927",103887076,5,1,"0001001"
"4928",103887077,5,1,"0001000"
"4929",103887078,4,1,"0001000"
"4930",103887079,4,4,"0001000"
"4931",103887080,5,4,"0001000"
"4932",103887081,4,1,"0001000"
"4933",103887082,4,1,"0001000"
"4934",103887083,4,1,"0001000"
"4935",103887084,4,1,"0001000"
"4936",103887085,5,1,"0001000"
"4937",103887086,4,4,"0001000"
"4938",103887087,4,1,"0001000"
"4939",103887088,4,1,"0001001"
"4940",103887089,4,1,"0001000"
"4941",103887090,4,1,"0001000"
"4942",103887091,5,4,"0001100"
"4943",103887092,5,1,"0001000"
"4944",103887093,5,1,"0001001"
"4945",103887094,5,1,"0001000"
"4946",103887095,4,1,"0001000"
"4947",103887096,4,1,"0001000"
"4948",103887097,4,1,"0001000"
"4949",103887098,4,1,"0001000"
"4950",103887099,0,0,"0001000"
"4951",103887100,4,1,"0001000"
"4952",103887101,4,1,"0001000"
"4953",103887102,4,1,"0001000"
"4954",103887103,5,1,"0001000"
"4955",103887104,4,1,"0001000"
"4956",103887105,4,1,"0001010"
"4957",103887106,5,1,"0001000"
"4958",103887107,4,1,"0001000"
"4959",103887108,4,1,"0001000"
"4960",103887109,5,1,"0001000"
"4961",103887110,4,1,"0001000"
"4962",103887111,5,1,"0001000"
"4963",103887112,5,1,"0001000"
"4964",103887113,4,1,"0001000"
"4965",103887114,5,1,"0001000"
"4966",103887115,5,4,"0001000"
"4967",103887116,4,1,"0001100"
"4968",103887117,5,1,"0001000"
"4969",103887118,4,1,"0001000"
"4970",103887119,5,1,"0001000"
"4971",103887120,4,1,"0001000"
"4972",103887121,4,1,"0001000"
"4973",103887122,5,1,"0001000"
"4974",103887123,5,1,"0001000"
"4975",103887124,4,1,"0001000"
"4976",103887125,4,1,"0001100"
"4977",103887126,5,1,"0001010"
"4978",103887127,5,1,"0001000"
"4979",103887128,4,1,"0001001"
"4980",103887129,5,1,"0001000"
"4981",103887130,5,1,"0001000"
"4982",103887131,5,1,"0001000"
"4983",103887132,5,4,"0001000"
"4984",103887133,4,1,"0001000"
"4985",103887134,5,1,"0001000"
"4986",103887135,4,1,"0001000"
"4987",103887136,4,1,"0001001"
"4988",103887137,5,1,"0001000"
"4989",103887138,4,1,"0001000"
"4990",103887139,4,1,"0001000"
"4991",103887140,5,1,"0001000"
"4992",103887141,4,1,"0001000"
"4993",103887142,4,1,"0001000"
"4994",103887143,4,1,"0001000"
"4995",103887144,5,1,"0001100"
"4996",103887145,4,1,"0001010"
"4997",103887146,4,1,"0001000"
"4998",103887147,5,1,"0001000"
"4999",103887148,5,1,"0001000"
"5000",103887149,4,1,"0001000"
"5001",103887150,4,1,"0001000"
"5002",103887151,4,1,"0001010"
"5003",103887152,5,1,"0001000"
"5004",103887153,5,4,"0001000"
"5005",103887154,5,1,"0001010"
"5006",103887155,4,4,"0001001"
"5007",103887156,5,1,"0001000"
"5008",103887157,5,1,"0001000"
"5009",103887158,4,1,"0001000"
"5010",103887159,4,1,"0001000"
"5011",103887160,4,1,"0001010"
"5012",103887161,5,1,"0001000"
"5013",103887162,4,1,"0001000"
"5014",103887163,4,1,"0001000"
"5015",103887164,4,1,"0001001"
"5016",103887165,5,1,"0001000"
"5017",103887166,5,1,"0001000"
"5018",103887167,4,1,"0001000"
"5019",103887168,4,1,"0001000"
"5020",103887169,4,1,"0001000"
"5021",103887170,5,1,"0001000"
"5022",103887171,5,1,"0001000"
"5023",103887172,5,1,"0001000"
"5024",103887173,4,1,"0001000"
"5025",103887174,4,1,"0001000"
"5026",103887175,5,1,"0001000"
"5027",103887176,4,1,"0001000"
"5028",103887177,5,1,"0001100"
"5029",103887178,4,1,"0001000"
"5030",103887179,4,1,"0001000"
"5031",103887180,5,4,"0001000"
"5032",103887181,4,1,"0001000"
"5033",103887182,4,4,"0001000"
"5034",103887183,4,1,"0001000"
"5035",103887184,4,1,"0001000"
"5036",103887185,5,1,"0001000"
"5037",103887186,5,1,"0001000"
"5038",103887187,4,1,"0001000"
"5039",103887188,5,1,"0001000"
"5040",103887189,5,1,"0001000"
"5041",103887190,5,1,"0001000"
"5042",103887191,4,1,"0001000"
"5043",103887192,4,1,"0001000"
"5044",103887193,5,1,"0001000"
"5045",103887194,4,1,"0001000"
